,venue,venue capacity,attendance,referee,home team,away team,month,home team status,away team status,home goals,away goals,home win?,draw?,away win?,home win odds,draw odds,away win odds,shots on goal,offsides,yellow cards
1409,Arena Khimki (Khimki),18636.0,6853,MoskalevV.(Rus),Dynamo Moscow,Ural,07,3,3,0,1,False,False,True,1.53,3.76,6.22,6,4,2
1410,BetBoom Arena (Ufa),15132.0,12571,SuhojA.(Rus),Ufa,Spartak Moscow,07,3,3,0,0,False,True,False,4.22,3.24,1.87,15,5,2
1411,Krasnodar Stadium (Krasnodar),35179.0,17250,EskovA.(Rus),Krasnodar,Tosno,07,3,3,2,0,True,False,False,1.41,4.22,7.54,8,2,2
1412,Gazprom Arena (Saint Petersburg),67800.0,38284,SeldyakovV.(Rus),Zenit,Rubin Kazan,07,3,3,2,1,True,False,False,1.46,4.41,7.72,6,1,2
1413,VEB Arena (Moscow),30457.0,14500,KarasevS.(Rus),CSKA Moscow,Lokomotiv Moscow,07,3,3,1,3,False,False,True,1.55,4.0,6.9,14,1,6
1414,Arena Khimki (Khimki),18636.0,17133,KarasevS.(Rus),Dynamo Moscow,Spartak Moscow,07,3,3,2,2,False,True,False,3.66,3.33,1.98,8,2,2
1415,RZD Arena (Moscow),27084.0,6166,SuhojA.(Rus),Lokomotiv Moscow,Arsenal Tula,07,3,3,1,0,True,False,False,1.43,3.99,7.74,7,1,3
1416,Akhmat-Arena (Groznyj),30597.0,29450,LevnikovK.(Rus),Akhmat Grozny,Amkar,07,3,3,1,0,True,False,False,1.81,3.14,4.78,5,4,5
1417,Ak Bars Arena (Kazan),45093.0,11934,TurbinE.(Rus),Rubin Kazan,Krasnodar,07,3,3,1,2,False,False,True,2.51,2.88,2.99,8,1,5
1418,Stadion imeni V.I. Lenina (Khabarovsk),15200.0,14200,GalimovR.(Rus),SKA Khabarovsk,Zenit,07,3,3,0,2,False,False,True,8.6,4.27,1.37,8,3,5
1419,Anzhi Arena (Kaspijsk),26500.0,9400,SeldyakovV.(Rus),FK Anzi Makhackala,CSKA Moscow,07,3,3,1,3,False,False,True,8.1,3.92,1.43,9,4,4
1420,Elektron (Veliky Novgorod),3223.0,4053,MoskalevV.(Rus),Tosno,Ufa,07,3,3,0,1,False,False,True,2.36,2.82,3.32,5,2,3
1421,Tsentralnyi Stadion (Krasnoyarsk),15000.0,3000,VilkovM.(Rus),Yenisey,FK Anzi Makhackala,05,3,3,3,0,True,False,False,2.18,3.25,3.71,9,7,6
1422,Gazprom Arena (Saint Petersburg),67800.0,46218,MatyuninA.(Rus),Zenit,SKA Khabarovsk,05,3,3,6,0,True,False,False,1.12,8.44,20.0,15,1,5
1423,Stadion imeni V.I. Lenina (Khabarovsk),15200.0,6520,EskovA.(Rus),SKA Khabarovsk,Krasnodar,05,3,3,0,1,False,False,True,9.95,5.2,1.32,12,4,0
1424,Stadion Arsenal (Tula),20048.0,20048,KarasevS.(Rus),Arsenal Tula,FK Anzi Makhackala,04,3,3,2,1,True,False,False,1.87,3.52,4.63,8,4,5
1425,Ak Bars Arena (Kazan),45093.0,5820,BezborodovV.(Rus),Rubin Kazan,FK Rostov,04,3,3,1,1,False,True,False,2.2,2.88,4.27,7,2,0
1426,Gazprom Arena (Saint Petersburg),67800.0,33793,VilkovM.(Rus),Zenit,Dynamo Moscow,04,3,3,2,1,True,False,False,1.55,4.04,6.97,6,3,2
1427,Akhmat-Arena (Groznyj),30597.0,12341,IvanovS.(Rus),Akhmat Grozny,Tosno,04,3,3,1,0,True,False,False,1.66,3.67,5.61,5,5,5
1428,Stadion imeni V.I. Lenina (Khabarovsk),15200.0,4897,BezborodovV.(Rus),SKA Khabarovsk,Amkar,04,3,3,0,2,False,False,True,4.2,3.15,2.09,6,3,1
1429,RZD Arena (Moscow),27084.0,8837,LapochkinS.(Rus),Amkar,Lokomotiv Moscow,03,3,3,2,1,True,False,False,8.7,3.65,1.35,11,5,3
1430,Stadion imeni V.I. Lenina (Khabarovsk),15200.0,3821,FedotovI.(Rus),SKA Khabarovsk,Ural,03,3,3,0,3,False,False,True,3.64,3.01,2.26,16,4,3
1431,BetBoom Arena (Ufa),15132.0,1089,VilkovM.(Rus),Amkar,Arsenal Tula,03,3,3,0,2,False,False,True,3.02,2.54,2.81,9,6,4
1432,Anzhi Arena (Kaspijsk),26500.0,4500,EskovA.(Rus),FK Anzi Makhackala,Rubin Kazan,03,3,3,1,1,False,True,False,3.45,2.8,2.31,7,3,7
1433,SKB-Bank Arena (Yekaterinburg),10000.0,1345,MeshkovV.(Rus),Ural,Arsenal Tula,12,3,3,1,1,False,True,False,2.45,2.87,3.1,7,0,2
1434,VEB Arena (Moscow),30457.0,8986,GalimovR.(Rus),CSKA Moscow,Tosno,12,3,3,6,0,True,False,False,1.44,4.37,7.04,9,4,1
1435,Zvezda Stadium (Perm),17000.0,4890,ChistyakovA.(Rus),Amkar,Dynamo Moscow,11,3,3,2,1,True,False,False,2.31,2.66,3.67,7,1,6
1436,Stadion imeni V.I. Lenina (Khabarovsk),15200.0,5569,ChistyakovA.(Rus),SKA Khabarovsk,CSKA Moscow,11,3,3,2,4,False,False,True,6.81,3.75,1.47,16,1,4
1437,SKB-Bank Arena (Yekaterinburg),10000.0,3815,IvanovS.(Rus),Ural,Dynamo Moscow,11,3,3,2,2,False,True,False,2.19,2.95,3.52,8,2,5
1438,Stadion Arsenal (Tula),20048.0,15120,LapochkinS.(Rus),Arsenal Tula,CSKA Moscow,10,3,3,1,0,True,False,False,4.85,3.33,1.74,8,2,4
1439,Stadion imeni V.I. Lenina (Khabarovsk),15200.0,5399,KulikovS.(Rus),SKA Khabarovsk,Ufa,10,3,3,2,2,False,True,False,3.52,2.62,2.42,12,4,5
1440,Akhmat-Arena (Groznyj),30597.0,18177,LapochkinS.(Rus),Akhmat Grozny,Spartak Moscow,10,3,3,1,2,False,False,True,2.95,3.22,2.33,7,3,4
1441,Stadion Arsenal (Tula),20048.0,10064,IvanovS.(Rus),Arsenal Tula,Krasnodar,09,3,3,1,0,True,False,False,4.94,3.59,1.67,10,5,3
1442,Arena Khimki (Khimki),18636.0,18636,NikolaevA.(Rus),Dynamo Moscow,CSKA Moscow,09,3,3,0,0,False,True,False,5.03,3.38,1.71,8,5,1
1443,Stadion Arsenal (Tula),20048.0,12450,VilkovM.(Rus),Arsenal Tula,Dynamo Moscow,09,3,3,1,0,True,False,False,2.65,2.89,2.8,5,3,4
1444,Zvezda Stadium (Perm),17000.0,7680,IvanovS.(Rus),Amkar,CSKA Moscow,09,3,3,0,1,False,False,True,5.46,3.39,1.66,6,8,7
1445,Anzhi Arena (Kaspijsk),26500.0,4100,NikolaevA.(Rus),FK Anzi Makhackala,Ufa,08,3,3,1,0,True,False,False,2.65,2.77,2.93,4,1,4
1446,Elektron (Veliky Novgorod),3223.0,21107,KukuyanP.(Rus),Tosno,SKA Khabarovsk,08,3,3,0,0,False,True,False,1.55,3.5,6.74,2,2,1
1447,BetBoom Arena (Ufa),15132.0,5626,MatyuninA.(Rus),Ufa,FK Rostov,08,3,3,1,4,False,False,True,2.92,2.65,2.78,10,2,2
1448,Stadion imeni V.I. Lenina (Khabarovsk),15200.0,8100,MatyuninA.(Rus),SKA Khabarovsk,FK Anzi Makhackala,08,3,3,2,0,True,False,False,2.66,2.73,2.96,8,3,4
1449,Anzhi Arena (Kaspijsk),26500.0,5690,FedotovI.(Rus),FK Anzi Makhackala,FK Rostov,08,3,3,0,1,False,False,True,3.2,2.7,2.52,6,7,7
1450,SKB-Bank Arena (Yekaterinburg),10000.0,6280,KarasevS.(Rus),Ural,Ufa,07,3,3,1,1,False,True,False,2.48,2.8,3.12,9,3,3
1451,Anzhi Arena (Kaspijsk),26500.0,6207,BezborodovV.(Rus),FK Anzi Makhackala,Amkar,07,3,3,1,0,True,False,False,2.09,2.95,3.82,5,3,7
1452,SKB-Bank Arena (Yekaterinburg),10000.0,6846,LapochkinS.(Rus),Ural,FK Rostov,07,3,3,1,1,False,True,False,2.79,2.84,2.7,5,7,2
1453,Stadion Arsenal (Tula),20048.0,13400,SeldyakovV.(Rus),Arsenal Tula,Yenisey,05,3,3,1,0,True,False,False,1.56,3.81,5.62,7,4,6
1454,Gazovik Stadium (Orenburg),4800.0,6971,EgorovA.(Rus),Orenburg,SKA Khabarovsk,05,3,3,0,1,False,False,True,1.47,3.71,7.63,12,3,9
1455,Tsentralnyi Stadion (Krasnoyarsk),15000.0,14000,BezborodovV.(Rus),Yenisey,Arsenal Tula,05,3,3,2,1,True,False,False,2.5,2.92,2.97,8,3,3
1456,Zvezda Stadium (Perm),17000.0,4300,SokolovO.(Rus),Amkar,Rubin Kazan,05,3,3,1,2,False,False,True,2.49,2.98,2.91,9,0,6
1457,Stadion Arsenal (Tula),20048.0,18500,EgorovA.(Rus),Arsenal Tula,Spartak Moscow,05,3,3,3,0,True,False,False,2.87,3.41,2.28,5,1,0
1458,VEB Arena (Moscow),30457.0,16523,LevnikovK.(Rus),CSKA Moscow,FK Anzi Makhackala,05,3,3,4,0,True,False,False,1.25,5.26,11.0,7,2,2
1459,Metallurg Stadium (Samara),33001.0,4623,NikolaevA.(Rus),Krylya Sovetov,Akhmat Grozny,05,3,3,1,3,False,False,True,1.63,3.62,5.24,11,5,4
1460,RZD Arena (Moscow),27084.0,14022,VilkovM.(Rus),Lokomotiv Moscow,Zenit,05,3,3,0,2,False,False,True,4.6,3.57,1.72,8,3,6
1461,Gazovik Stadium (Orenburg),4800.0,6952,BezborodovV.(Rus),Orenburg,FK Rostov,05,3,3,2,0,True,False,False,3.34,2.86,2.32,7,0,11
1462,Stadion Trud (Tomsk),10028.0,3300,TurbinE.(Rus),Tomsk,Krasnodar,05,3,3,1,5,False,False,True,18.0,6.8,1.14,14,5,4
1463,Stadion Arsenal (Tula),20048.0,8100,MoskalevV.(Rus),Arsenal Tula,Amkar,05,3,3,0,0,False,True,False,1.46,3.8,7.52,5,1,3
1464,Anzhi Arena (Kaspijsk),26500.0,4500,NikolaevA.(Rus),FK Anzi Makhackala,FK Rostov,05,3,3,1,2,False,False,True,3.54,3.06,2.12,8,7,4
1465,Ak Bars Arena (Kazan),45093.0,21405,VilkovM.(Rus),Rubin Kazan,CSKA Moscow,05,3,3,0,2,False,False,True,8.22,4.11,1.4,13,5,0
1466,Otkrytiye Arena (Moscow),45360.0,43602,LevnikovK.(Rus),Spartak Moscow,Akhmat Grozny,05,3,3,3,0,True,False,False,1.85,3.46,4.01,12,7,3
1467,Petrovsky Stadium (Saint Petersburg),20985.0,18098,SeldyakovV.(Rus),Zenit,Krasnodar,05,3,3,1,0,True,False,False,1.56,3.92,5.46,9,2,3
1468,Gazovik Stadium (Orenburg),4800.0,5226,EgorovA.(Rus),Orenburg,Ufa,05,3,3,1,1,False,True,False,1.54,3.52,6.88,9,2,3
1469,SKB-Bank Arena (Yekaterinburg),10000.0,5570,BezborodovV.(Rus),Ural,Lokomotiv Moscow,05,3,3,1,2,False,False,True,2.85,3.08,2.47,11,0,6
1470,Stadion Olimp - 2 (Rostov),15840.0,11091,BezborodovV.(Rus),FK Rostov,Rubin Kazan,05,3,3,4,2,True,False,False,1.55,3.55,6.55,12,2,2
1471,BetBoom Arena (Ufa),15132.0,5800,TurbinE.(Rus),Ufa,FK Anzi Makhackala,05,3,3,2,1,True,False,False,2.74,2.81,2.79,6,0,1
1472,Stadion Trud (Tomsk),10028.0,3250,MatyuninA.(Rus),Tomsk,Akhmat Grozny,05,3,3,1,2,False,False,True,7.9,4.21,1.4,5,2,5
1473,RZD Arena (Moscow),27084.0,10177,LevnikovK.(Rus),Lokomotiv Moscow,Orenburg,05,3,3,4,0,True,False,False,2.16,3.06,3.45,10,3,2
1474,Metallurg Stadium (Samara),33001.0,18753,EgorovA.(Rus),Krylya Sovetov,Zenit,05,3,3,1,3,False,False,True,4.76,3.52,1.71,11,4,3
1475,Zvezda Stadium (Perm),17000.0,12300,LapochkinS.(Rus),Amkar,Spartak Moscow,05,3,3,0,1,False,False,True,3.22,3.01,2.29,5,2,1
1476,SKB-Bank Arena (Yekaterinburg),10000.0,3300,NikolaevA.(Rus),Ural,Krasnodar,05,3,3,1,1,False,True,False,3.75,3.18,2.0,9,2,3
1477,Anzhi Arena (Kaspijsk),26500.0,4980,LapochkinS.(Rus),FK Anzi Makhackala,Lokomotiv Moscow,05,3,3,0,0,False,True,False,2.43,3.02,2.97,5,6,4
1478,SKB-Bank Arena (Yekaterinburg),10000.0,4100,TurbinE.(Rus),Ural,Krylya Sovetov,05,3,3,1,3,False,False,True,2.5,2.9,2.99,10,4,3
1479,Gazprom Arena (Saint Petersburg),67800.0,30673,SeldyakovV.(Rus),Zenit,Akhmat Grozny,05,3,3,0,1,False,False,True,1.39,4.36,7.63,10,4,2
1480,Ak Bars Arena (Kazan),45093.0,4298,MoskalevV.(Rus),Rubin Kazan,Ufa,05,3,3,2,1,True,False,False,2.01,2.95,4.09,7,5,9
1481,Gazovik Stadium (Orenburg),4800.0,6805,VilkovM.(Rus),Orenburg,Krasnodar,05,3,3,1,0,True,False,False,3.48,3.05,2.15,9,4,6
1482,Otkrytiye Arena (Moscow),45360.0,42070,SukhoyVasilievichA.(Rus),Spartak Moscow,Tomsk,05,3,3,1,0,True,False,False,1.03,11.0,47.0,6,6,3
1483,Stadion Arsenal (Tula),20048.0,10100,NikolaevA.(Rus),Arsenal Tula,FK Rostov,05,3,3,1,0,True,False,False,4.26,2.97,1.97,7,3,4
1484,Krasnodar Stadium (Krasnodar),35179.0,27658,SeldyakovV.(Rus),Krasnodar,FK Anzi Makhackala,05,3,3,0,0,False,True,False,1.43,4.19,7.13,7,5,6
1485,Metallurg Stadium (Samara),33001.0,7915,KarasevS.(Rus),Krylya Sovetov,Orenburg,05,3,3,1,1,False,True,False,2.44,2.85,3.13,9,0,1
1486,Stadion Trud (Tomsk),10028.0,6958,GalimovR.(Rus),Tomsk,Zenit,05,3,3,0,2,False,False,True,18.0,8.04,1.11,6,3,3
1487,Stadion Olimp - 2 (Rostov),15840.0,9873,LapochkinS.(Rus),FK Rostov,Amkar,04,3,3,1,0,True,False,False,1.52,3.56,7.1,3,3,2
1488,VEB Arena (Moscow),30457.0,27352,BezborodovV.(Rus),CSKA Moscow,Spartak Moscow,04,3,3,1,2,False,False,True,2.05,3.47,3.8,10,3,4
1489,BetBoom Arena (Ufa),15132.0,5862,TurbinE.(Rus),Ufa,Arsenal Tula,04,3,3,1,0,True,False,False,2.24,2.85,3.53,3,5,2
1490,Akhmat-Arena (Groznyj),30597.0,12168,ChistyakovA.(Rus),Akhmat Grozny,Ural,04,3,3,5,2,True,False,False,1.33,4.36,10.0,10,0,2
1491,Anzhi Arena (Kaspijsk),26500.0,3520,BezborodovV.(Rus),FK Anzi Makhackala,Tomsk,04,3,3,3,3,False,True,False,1.18,6.09,14.0,13,5,8
1492,Zvezda Stadium (Perm),17000.0,7250,SukhoyVasilievichA.(Rus),Amkar,Krasnodar,04,3,3,0,2,False,False,True,3.73,2.97,2.1,13,2,1
1493,Stadion Arsenal (Tula),20048.0,11730,EgorovA.(Rus),Arsenal Tula,Krylya Sovetov,04,3,3,2,0,True,False,False,2.36,2.94,3.17,9,6,5
1494,VEB Arena (Moscow),30457.0,16940,KarasevS.(Rus),CSKA Moscow,Lokomotiv Moscow,04,3,3,4,0,True,False,False,1.87,3.3,4.94,14,4,0
1495,Ak Bars Arena (Kazan),45093.0,26000,TurbinE.(Rus),Rubin Kazan,Akhmat Grozny,04,3,3,0,1,False,False,True,2.02,3.05,3.89,3,3,7
1496,Gazovik Stadium (Orenburg),4800.0,5543,VilkovM.(Rus),Orenburg,Zenit,04,3,3,0,1,False,False,True,5.64,3.54,1.61,7,2,5
1497,Stadion Olimp - 2 (Rostov),15840.0,7834,NikolaevA.(Rus),FK Rostov,Ufa,04,3,3,1,0,True,False,False,1.5,3.5,7.79,5,1,3
1498,Krasnodar Stadium (Krasnodar),35179.0,16214,MatyuninA.(Rus),Krasnodar,Arsenal Tula,04,3,3,2,0,True,False,False,1.34,4.46,8.95,8,6,2
1499,Metallurg Stadium (Samara),33001.0,7513,MoskalevV.(Rus),Krylya Sovetov,Rubin Kazan,04,3,3,0,0,False,True,False,2.66,2.99,2.71,8,6,4
1500,Stadion Trud (Tomsk),10028.0,2500,KarasevS.(Rus),Tomsk,Orenburg,04,3,3,1,2,False,False,True,7.54,3.74,1.47,6,3,2
1501,Akhmat-Arena (Groznyj),30597.0,15537,GalimovR.(Rus),Akhmat Grozny,FK Anzi Makhackala,04,3,3,0,1,False,False,True,2.08,3.0,3.77,3,2,5
1502,Stadion Olimp - 2 (Rostov),15840.0,15365,VilkovM.(Rus),FK Rostov,Spartak Moscow,04,3,3,3,0,True,False,False,2.67,2.93,2.75,6,1,4
1503,RZD Arena (Moscow),27084.0,7035,IvanovS.(Rus),Lokomotiv Moscow,Amkar,04,3,3,3,3,False,True,False,1.35,4.07,10.0,12,3,3
1504,Petrovsky Stadium (Saint Petersburg),20985.0,20004,EskovA.(Rus),Zenit,Ural,04,3,3,2,0,True,False,False,1.25,5.38,10.0,14,2,6
1505,Otkrytiye Arena (Moscow),45360.0,43333,EgorovA.(Rus),Spartak Moscow,Zenit,04,3,3,2,1,True,False,False,2.32,3.45,3.13,11,2,1
1506,Stadion Arsenal (Tula),20048.0,12430,LapochkinS.(Rus),Arsenal Tula,Lokomotiv Moscow,04,3,3,0,3,False,False,True,4.17,3.09,2.1,9,1,7
1507,SKB-Bank Arena (Yekaterinburg),10000.0,3017,MatyuninA.(Rus),Ural,Tomsk,04,3,3,1,0,True,False,False,1.18,5.12,13.0,4,5,3
1508,Gazovik Stadium (Orenburg),4800.0,5123,EskovA.(Rus),Orenburg,Akhmat Grozny,04,3,3,2,1,True,False,False,2.63,2.82,3.28,5,2,3
1509,Ak Bars Arena (Kazan),45093.0,3041,VilkovM.(Rus),Rubin Kazan,Krasnodar,04,3,3,0,1,False,False,True,3.15,3.15,2.46,9,7,1
1510,Anzhi Arena (Kaspijsk),26500.0,4500,NikolaevA.(Rus),FK Anzi Makhackala,Krylya Sovetov,04,3,3,1,3,False,False,True,2.19,3.09,3.87,12,8,2
1511,VEB Arena (Moscow),30457.0,15000,LevnikovK.(Rus),CSKA Moscow,FK Rostov,04,3,3,0,0,False,True,False,1.83,3.31,5.21,8,9,3
1512,SKB-Bank Arena (Yekaterinburg),10000.0,3917,TurbinE.(Rus),Ural,Orenburg,04,3,3,2,0,True,False,False,2.46,2.87,3.51,5,5,6
1513,Stadion Trud (Tomsk),10028.0,3200,ChistyakovA.(Rus),Tomsk,Rubin Kazan,04,3,3,2,2,False,True,False,10.0,4.74,1.36,7,2,3
1514,RZD Arena (Moscow),27084.0,9619,BezborodovV.(Rus),Lokomotiv Moscow,FK Rostov,04,3,3,0,0,False,True,False,2.25,3.01,3.8,4,1,3
1515,Krasnodar Stadium (Krasnodar),35179.0,31165,IvanovS.(Rus),Krasnodar,CSKA Moscow,04,3,3,1,1,False,True,False,2.3,3.13,3.49,7,2,2
1516,BetBoom Arena (Ufa),15132.0,12300,LapochkinS.(Rus),Ufa,Spartak Moscow,04,3,3,1,3,False,False,True,5.11,3.41,1.81,13,0,3
1517,Petrovsky Stadium (Saint Petersburg),20985.0,17620,SukhoyVasilievichA.(Rus),Zenit,FK Anzi Makhackala,04,3,3,1,1,False,True,False,1.16,7.63,22.0,6,5,7
1518,Akhmat-Arena (Groznyj),30597.0,18735,LevnikovK.(Rus),Akhmat Grozny,Arsenal Tula,04,3,3,3,1,True,False,False,1.94,3.2,4.73,10,5,3
1519,Stadion Olimp - 2 (Rostov),15840.0,12542,TurbinE.(Rus),FK Rostov,Krasnodar,04,3,3,0,0,False,True,False,2.44,3.02,3.36,5,1,4
1520,Otkrytiye Arena (Moscow),45360.0,25694,ChistyakovA.(Rus),Spartak Moscow,Orenburg,04,3,3,3,2,True,False,False,1.39,4.6,9.58,14,3,1
1521,VEB Arena (Moscow),30457.0,14000,SukhoyVasilievichA.(Rus),CSKA Moscow,Krylya Sovetov,04,3,3,2,1,True,False,False,1.37,4.72,9.97,10,5,1
1522,Ak Bars Arena (Kazan),45093.0,10022,SeldyakovV.(Rus),Rubin Kazan,Zenit,04,3,3,0,2,False,False,True,4.4,3.46,1.91,7,2,7
1523,Zvezda Stadium (Perm),17000.0,6300,MatyuninA.(Rus),Amkar,Akhmat Grozny,04,3,3,1,1,False,True,False,2.55,2.78,3.47,3,3,2
1524,Stadion Arsenal (Tula),20048.0,10100,MoskalevV.(Rus),Arsenal Tula,Tomsk,04,3,3,3,0,True,False,False,1.27,5.39,14.0,6,1,7
1525,BetBoom Arena (Ufa),15132.0,8600,GalimovR.(Rus),Ufa,Lokomotiv Moscow,04,3,3,0,1,False,False,True,3.63,2.89,2.39,5,0,3
1526,Petrovsky Stadium (Saint Petersburg),20985.0,21107,EskovA.(Rus),Zenit,Arsenal Tula,03,3,3,2,0,True,False,False,1.26,5.86,12.0,7,4,3
1527,Akhmat-Arena (Groznyj),30597.0,18656,IvanovS.(Rus),Akhmat Grozny,CSKA Moscow,03,3,3,0,1,False,False,True,3.36,2.97,2.47,10,5,2
1528,Krasnodar Stadium (Krasnodar),35179.0,15365,LevnikovK.(Rus),Krasnodar,Ufa,03,3,3,0,0,False,True,False,1.66,3.74,5.94,8,8,3
1529,Metallurg Stadium (Samara),33001.0,6572,EgorovA.(Rus),Krylya Sovetov,FK Rostov,03,3,3,0,0,False,True,False,3.06,2.91,2.71,4,3,5
1530,RZD Arena (Moscow),27084.0,27402,VilkovM.(Rus),Lokomotiv Moscow,Spartak Moscow,03,3,3,1,1,False,True,False,2.56,3.06,2.76,7,7,5
1531,SKB-Bank Arena (Yekaterinburg),10000.0,4813,ChistyakovA.(Rus),Ural,Rubin Kazan,03,3,3,1,0,True,False,False,3.28,2.94,2.54,13,3,3
1532,Stadion Trud (Tomsk),10028.0,2600,ArslanbekovT.(Rus),Tomsk,Amkar,03,3,3,1,0,True,False,False,17.0,7.38,1.18,5,1,8
1533,RZD Arena (Moscow),27084.0,9494,MeshkovV.(Rus),Lokomotiv Moscow,Krasnodar,03,3,3,1,2,False,False,True,2.03,3.16,4.33,7,11,1
1534,Stadion Olimp - 2 (Rostov),15840.0,9734,EskovA.(Rus),FK Rostov,Akhmat Grozny,03,3,3,0,0,False,True,False,2.42,2.82,3.21,1,1,4
1535,Otkrytiye Arena (Moscow),45360.0,34456,EgorovA.(Rus),Spartak Moscow,FK Anzi Makhackala,03,3,3,1,0,True,False,False,1.38,4.74,9.48,12,1,4
1536,Zvezda Stadium (Perm),17000.0,12200,TurbinE.(Rus),Amkar,Zenit,03,3,3,1,0,True,False,False,4.62,3.33,1.91,8,4,7
1537,Ak Bars Arena (Kazan),45093.0,3459,MatyuninA.(Rus),Rubin Kazan,Orenburg,03,3,3,0,0,False,True,False,1.99,3.14,4.57,6,4,6
1538,VEB Arena (Moscow),30457.0,11000,LevnikovK.(Rus),CSKA Moscow,Tomsk,03,3,3,4,0,True,False,False,1.02,21.0,60.0,9,1,1
1539,BetBoom Arena (Ufa),15132.0,6200,SeldyakovV.(Rus),Ufa,Krylya Sovetov,03,3,3,1,0,True,False,False,2.31,2.99,3.67,10,3,1
1540,Anzhi Arena (Kaspijsk),26500.0,4950,EskovA.(Rus),FK Anzi Makhackala,Rubin Kazan,03,3,3,0,1,False,False,True,3.11,3.08,2.54,9,5,4
1541,Akhmat-Arena (Groznyj),30597.0,17753,KarasevS.(Rus),Akhmat Grozny,Ufa,03,3,3,0,1,False,False,True,1.92,3.2,4.86,10,3,2
1542,Krasnodar Stadium (Krasnodar),35179.0,31250,BezborodovV.(Rus),Krasnodar,Spartak Moscow,03,3,3,2,2,False,True,False,2.37,3.29,3.18,8,1,4
1543,Metallurg Stadium (Samara),33001.0,1055,IvanovS.(Rus),Krylya Sovetov,Lokomotiv Moscow,03,3,3,0,3,False,False,True,4.22,3.16,2.06,6,1,0
1544,SKB-Bank Arena (Yekaterinburg),10000.0,4570,VilkovM.(Rus),Ural,Amkar,03,3,3,1,0,True,False,False,2.66,2.84,3.21,6,2,4
1545,VEB Arena (Moscow),30457.0,26800,EgorovA.(Rus),CSKA Moscow,Zenit,03,3,3,0,0,False,True,False,2.78,3.24,2.69,2,5,6
1546,Gazovik Stadium (Orenburg),4800.0,4232,SeldyakovV.(Rus),Orenburg,Arsenal Tula,03,3,3,3,0,True,False,False,2.14,3.05,4.1,10,2,4
1547,Stadion Arsenal (Tula),20048.0,4597,EskovA.(Rus),Arsenal Tula,FK Anzi Makhackala,12,3,3,1,0,True,False,False,2.75,2.85,3.08,7,3,3
1548,Otkrytiye Arena (Moscow),45360.0,20512,VilkovM.(Rus),Spartak Moscow,Rubin Kazan,12,3,3,2,1,True,False,False,1.64,3.84,5.92,7,5,9
1549,Krasnodar Stadium (Krasnodar),35179.0,12176,TurbinE.(Rus),Krasnodar,Krylya Sovetov,12,3,3,1,1,False,True,False,1.62,3.95,5.91,11,3,4
1550,Zvezda Stadium (Perm),17000.0,4250,FedotovI.(Rus),Amkar,Orenburg,12,3,3,3,0,True,False,False,2.08,2.91,4.66,8,0,6
1551,BetBoom Arena (Ufa),15132.0,3152,MatyuninA.(Rus),Ufa,Tomsk,12,3,3,1,0,True,False,False,1.61,3.52,7.47,8,0,6
1552,RZD Arena (Moscow),27084.0,6282,LapochkinS.(Rus),Lokomotiv Moscow,Akhmat Grozny,12,3,3,2,0,True,False,False,2.08,3.11,4.22,10,3,2
1553,Stadion Olimp - 2 (Rostov),15840.0,9110,MeshkovV.(Rus),FK Rostov,Zenit,12,3,3,0,0,False,True,False,3.27,3.22,2.36,4,3,5
1554,Anzhi Arena (Kaspijsk),26500.0,2100,KarasevS.(Rus),FK Anzi Makhackala,Amkar,12,3,3,3,1,True,False,False,2.72,2.82,3.15,10,2,4
1555,Stadion Trud (Tomsk),10028.0,5218,GalimovR.(Rus),Tomsk,Lokomotiv Moscow,12,3,3,1,6,False,False,True,10.0,4.47,1.31,14,6,4
1556,Akhmat-Arena (Groznyj),30597.0,15235,FedotovI.(Rus),Akhmat Grozny,Krasnodar,12,3,3,2,1,True,False,False,3.36,3.05,2.42,10,2,3
1557,Metallurg Stadium (Samara),33001.0,7360,LevnikovK.(Rus),Krylya Sovetov,Spartak Moscow,12,3,3,4,0,True,False,False,4.17,3.16,1.91,10,0,3
1558,VEB Arena (Moscow),30457.0,5000,IvanovS.(Rus),CSKA Moscow,Orenburg,11,3,3,2,0,True,False,False,1.62,3.62,6.86,11,4,5
1559,Petrovsky Stadium (Saint Petersburg),20985.0,15813,VilkovM.(Rus),Zenit,Ufa,11,3,3,2,0,True,False,False,1.3,4.74,9.87,12,9,2
1560,Ak Bars Arena (Kazan),45093.0,3289,MoskalevV.(Rus),Rubin Kazan,Arsenal Tula,11,3,3,1,0,True,False,False,1.57,3.92,6.75,9,3,2
1561,Krasnodar Stadium (Krasnodar),35179.0,34291,NikolaevA.(Rus),Krasnodar,Zenit,11,3,3,2,1,True,False,False,3.07,3.3,2.44,8,5,7
1562,Stadion Olimp - 2 (Rostov),15840.0,9194,FedotovI.(Rus),FK Rostov,FK Anzi Makhackala,11,3,3,2,0,True,False,False,1.84,3.34,5.04,9,5,3
1563,Metallurg Stadium (Samara),33001.0,2036,KarasevS.(Rus),Krylya Sovetov,Tomsk,11,3,3,3,0,True,False,False,1.73,3.44,5.9,9,3,2
1564,Akhmat-Arena (Groznyj),30597.0,15232,MeshkovV.(Rus),Akhmat Grozny,Spartak Moscow,11,3,3,0,1,False,False,True,3.1,3.18,2.49,8,2,3
